Sex,Age-group,State of Residence,Area Type,FP2030 policy awarenes,Barriers to FP2030 implementation
Female,18-24,Enugu,Rural,Yes,Lack of awareness;
Male,46-55,Enugu,Urban,Yes,Lack of awareness;No Idea;
Male,18-24,Enugu,Rural,No,No Idea;
Male,18-24,Enugu,Urban,No,No Idea;Lack of awareness;
Female,18-24,Enugu,Rural,Yes,Lack of awareness;
Male,18-24,Enugu,Rural,Yes,Lack of awareness;
Male,18-24,Enugu,Urban,No,No Idea;Lack of awareness;
Female,25-35,Enugu,Rural,Yes,Lack of awareness;
Female,36-45,Enugu,Rural,Yes,Resistance from traditional/religious leaders;
Female,18-24,Enugu,Rural,Yes,Lack of awareness;
Male,25-35,Enugu,Urban,Yes,Lack of awareness;
Female,25-35,Enugu,Rural,No,No Idea;
Female,25-35,Enugu,Rural,Yes,Lack of awareness;
Male,46-55,Enugu,Urban,Yes,Resistance from traditional/religious leaders;Inadequate funding;
Male,25-35,Enugu,Rural,No,No Idea;
Female,18-24,Enugu,Urban,No,Lack of awareness;No Idea;
Female,18-24,Enugu,Urban,Yes,Lack of awareness;
Male,18-24,Enugu,Rural,Yes,Lack of awareness;
Male,25-35,Enugu,Rural,No,No Idea;
Male,18-24,Enugu,Rural,Yes,Lack of awareness;
Female,25-35,Enugu,Rural,Yes,Lack of awareness;
Female,56 and above,Enugu,Rural,No,No Idea;Lack of awareness;
Female,25-35,Enugu,Rural,No,No Idea;
Male,18-24,Enugu,Rural,Yes,Lack of awareness;
Female,36-45,Taraba,Urban,Yes,Lack of awareness;Resistance from traditional/religious leaders;Limited healthcare infrastructure;Weak political will;
Male,25-35,Gombe,Urban,No,No Idea;Lack of awareness;Limited healthcare infrastructure;Weak political will;
Female,36-45,Kano,Rural,No,No Idea;
Female,36-45,Enugu,Rural,No,Lack of awareness;No Idea;
Female,25-35,Enugu,Rural,No,No Idea;
Female,36-45,Enugu,Rural,No,No Idea;
Male,46-55,Enugu,Urban,Yes,Lack of awareness;Limited healthcare infrastructure;
Female,46-55,Enugu,Rural,No,No Idea;
Male,36-45,Enugu,Urban,No,No Idea;
Female,36-45,Enugu,Rural,No,No Idea;
Female,46-55,Enugu,Urban,Yes,Lack of awareness;Inadequate funding;
Female,46-55,Enugu,Urban,Yes,Lack of awareness;Limited healthcare infrastructure;
Male,36-45,Gombe,Urban,Yes,Lack of awareness;
Male,25-35,Gombe,Urban,No,No Idea;
Male,25-35,Gombe,Rural,Yes,Resistance from traditional/religious leaders;Weak political will;
Male,25-35,Gombe,Rural,No,Lack of awareness;
Male,25-35,Gombe,Urban,No,Lack of awareness;
Female,25-35,Gombe,Urban,No,Lack of awareness;
Male,25-35,Gombe,Urban,No,Lack of awareness;Limited healthcare infrastructure;
Female,25-35,Gombe,Rural,Yes,Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;Weak political will;Lack of media team And parental care;
Male,25-35,Gombe,Urban,No,No Idea;
Female,25-35,Gombe,Urban,No,No Idea;Lack of awareness;Limited healthcare infrastructure;
Male,25-35,Gombe,Urban,No,No Idea;Lack of awareness;Limited healthcare infrastructure;
Male,36-45,Enugu,Rural,No,No Idea;
Female,46-55,Enugu,Urban,Yes,Lack of awareness;
Female,25-35,Gombe,Urban,No,No Idea;
Female,46-55,Enugu,Urban,Yes,Lack of awareness;
Male,25-35,Enugu,Rural,No,No Idea;
Female,36-45,Gombe,Urban,No,No Idea;Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Male,18-24,Gombe,Urban,Yes,No Idea;
Male,36-45,Enugu,Rural,No,No Idea;
Female,36-45,Enugu,Rural,Yes,Lack of awareness;Resistance from traditional/religious leaders;
Male,18-24,Enugu,Urban,Yes,Resistance from traditional/religious leaders;
Male,25-35,Enugu,Rural,No,No Idea;Lack of awareness;
Female,25-35,Gombe,Urban,No,No Idea;
Male,25-35,Gombe,Urban,No,No Idea;Lack of awareness;
Female,25-35,Bauchi,Rural,Yes,Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;
Male,25-35,Enugu,Rural,No,No Idea;
Female,18-24,Edo,Urban,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Resistance from traditional/religious leaders;Weak political will;
Female,25-35,Gombe,Urban,No,No Idea;
Female,18-24,Enugu,Urban,Yes,Lack of awareness;Inadequate funding;
Male,18-24,Edo,Urban,Yes,Lack of awareness;Inadequate funding;
Male,18-24,Enugu,Urban,No,No Idea;Lack of awareness;
Female,18-24,Enugu,Urban,Yes,Lack of awareness;
Male,25-35,Edo,Urban,Yes,Lack of awareness;Limited healthcare infrastructure;Weak political will;
Female,18-24,Enugu,Urban,Yes,Lack of awareness;
Female,25-35,Enugu,Rural,No,No Idea;
Female,18-24,Enugu,Rural,Yes,Lack of awareness;
Female,18-24,Edo,Urban,No,No Idea;
Male,25-35,Enugu,Rural,No,No Idea;
Female,18-24,Enugu,Urban,Yes,Lack of awareness;
Male,18-24,Enugu,Urban,Yes,Lack of awareness;
Female,25-35,Edo,Urban,Yes,Lack of awareness;
Female,18-24,Enugu,Rural,No,No Idea;Lack of awareness;
Female,36-45,Gombe,Urban,No,No Idea;Lack of awareness;Limited healthcare infrastructure;Weak political will;
Male,25-35,Enugu,Urban,No,No Idea;
Female,18-24,Enugu,Urban,Yes,Lack of awareness;Resistance from traditional/religious leaders;
Female,18-24,Enugu,Rural,Yes,Lack of awareness;
Female,18-24,Enugu,Urban,No,Lack of awareness;No Idea;
Male,18-24,Enugu,Rural,Yes,Lack of awareness;
Male,18-24,Enugu,Urban,No,Lack of awareness;No Idea;
Male,18-24,Abia,Rural,Yes,Lack of awareness;
Female,18-24,Enugu,Rural,Yes,Lack of awareness;
Female,18-24,Enugu,Urban,Yes,No Idea;Lack of awareness;
Female,25-35,Enugu,Rural,No,No Idea;
Male,36-45,Enugu,Urban,Yes,Resistance from traditional/religious leaders;
Male,46-55,Enugu,Urban,No,No Idea;Lack of awareness;
Female,36-45,Enugu,Urban,No,No Idea;Lack of awareness;
Male,25-35,Enugu,Urban,No,No Idea;
Male,25-35,Enugu,Rural,No,No Idea;Lack of awareness;
Male,46-55,Enugu,Urban,Yes,Lack of awareness;
Female,36-45,Enugu,Urban,No,No Idea;Lack of awareness;
Male,25-35,Enugu,Rural,No,Lack of awareness;No Idea;
Male,46-55,Enugu,Rural,No,No Idea;Lack of awareness;
Male,25-35,Enugu,Rural,No,No Idea;Lack of awareness;
Male,18-24,Edo,Urban,Yes,Lack of awareness;
Male,36-45,Enugu,Rural,No,No Idea;
Female,25-35,Enugu,Rural,No,No Idea;
Female,18-24,Enugu,Rural,No,No Idea;
Male,18-24,Enugu,Urban,Yes,Lack of awareness;
Female,36-45,Enugu,Urban,Yes,Resistance from traditional/religious leaders;Lack of awareness;
Male,25-35,Enugu,Rural,No,No Idea;
Male,36-45,Edo,Urban,Yes,Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Female,18-24,Enugu,Rural,Yes,Lack of awareness;
Female,46-55,Gombe,Rural,No,No Idea;
Female,18-24,Enugu,Urban,Yes,Lack of awareness;Resistance from traditional/religious leaders;
Female,25-35,Enugu,Urban,No,No Idea;
Male,36-45,Enugu,Urban,No,No Idea;
Female,36-45,Gombe,Urban,Yes,Lack of awareness;
Male,18-24,Edo,Urban,Yes,Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Female,25-35,Enugu,Urban,No,No Idea;
Female,25-35,Enugu,Rural,No,Lack of awareness;No Idea;
Male,18-24,Edo,Urban,No,No Idea;
Female,25-35,Enugu,Rural,No,Lack of awareness;No Idea;
Female,25-35,Enugu,Rural,No,Lack of awareness;No Idea;
Male,25-35,Edo,Urban,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Female,18-24,Enugu,Urban,Yes,Lack of awareness;
Male,46-55,Edo,Urban,Yes,Lack of awareness;Inadequate funding;Weak political will;
Female,25-35,Enugu,Rural,No,No Idea;
Male,25-35,Enugu,Rural,No,Lack of awareness;No Idea;
Female,18-24,Enugu,Urban,Yes,Lack of awareness;
Female,25-35,Enugu,Rural,No,No Idea;
Male,18-24,Enugu,Urban,Yes,Lack of awareness;
Female,36-45,Edo,Urban,Yes,Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Male,25-35,Bauchi,Rural,No,Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Female,18-24,Edo,Urban,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;
Male,18-24,Edo,Urban,Yes,Resistance from traditional/religious leaders;Limited healthcare infrastructure;Weak political will;
Male,18-24,Enugu,Urban,No,Lack of awareness;
Female,25-35,Enugu,Rural,No,No Idea;
Female,25-35,Gombe,Urban,No,No Idea;
Male,18-24,Enugu,Rural,Yes,Lack of awareness;
Female,18-24,Enugu,Rural,Yes,Lack of awareness;
Female,25-35,Enugu,Rural,No,No Idea;
Male,25-35,Enugu,Rural,No,No Idea;
Male,18-24,Edo,Urban,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Male,25-35,Gombe,Rural,No,No Idea;
Female,18-24,Edo,Urban,Yes,No Idea;
Female,25-35,Enugu,Rural,Yes,Lack of awareness;
Male,25-35,Enugu,Rural,No,No Idea;
Female,18-24,Enugu,Rural,Yes,Lack of awareness;
Male,36-45,Enugu,Urban,No,Lack of awareness;
Male,46-55,Ebonyi,Rural,Yes,Lack of awareness;Resistance from traditional/religious leaders;Limited healthcare infrastructure;Inadequate funding;Weak political will;
Male,36-45,Ebonyi,Rural,Yes,Inadequate funding;Resistance from traditional/religious leaders;Limited healthcare infrastructure;
Male,18-24,Edo,Urban,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;
Female,18-24,Edo,Urban,Yes,Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Female,25-35,Enugu,Urban,No,No Idea;
Female,18-24,Enugu,Rural,No,No Idea;
Female,18-24,Enugu,Rural,Yes,Lack of awareness;
Female,18-24,Enugu,Rural,Yes,Lack of awareness;
Male,18-24,Enugu,Urban,Yes,Lack of awareness;
Female,18-24,Enugu,Urban,Yes,Lack of awareness;
Male,25-35,Enugu,Rural,Yes,Lack of awareness;
Male,36-45,Edo,Urban,No,No Idea;
Male,18-24,Enugu,Rural,Yes,Lack of awareness;
Female,36-45,Gombe,Urban,No,No Idea;
Female,36-45,Edo,Urban,Yes,Limited healthcare infrastructure;Lack of awareness;
Male,25-35,Enugu,Urban,No,No Idea;
Male,25-35,Edo,Urban,Yes,Lack of awareness;Inadequate funding;
Male,25-35,Enugu,Rural,No,No Idea;
Female,25-35,Enugu,Rural,No,No Idea;
Male,56 and above,Edo,Urban,Yes,Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Male,18-24,Enugu,Rural,Yes,Lack of awareness;
Female,18-24,Enugu,Urban,Yes,Lack of awareness;
Female,18-24,Enugu,Urban,Yes,Lack of awareness;
Male,18-24,Edo,Urban,Yes,Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Female,36-45,Kano,Urban,Yes,No Idea;Resistance from traditional/religious leaders;Lack of awareness;Weak political will;
Female,25-35,Edo,Urban,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Female,25-35,Edo,Urban,Yes,Inadequate funding;Limited healthcare infrastructure;Weak political will;
Male,18-24,Abia,Urban,No,No Idea;Lack of awareness;
Male,18-24,Edo,Urban,Yes,Lack of awareness;
Female,36-45,Abia,Rural,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Male,46-55,Edo,Urban,Yes,Lack of awareness;Limited healthcare infrastructure;Weak political will;
Male,18-24,Edo,Urban,Yes,Lack of awareness;
Female,25-35,Abia,Rural,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Male,46-55,Abia,Urban,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;Resistance from traditional/religious leaders;
Female,36-45,Enugu,Rural,No,No Idea;
Female,46-55,Enugu,Rural,No,No Idea;Lack of awareness;
Male,25-35,Enugu,Rural,No,No Idea;Lack of awareness;
Female,36-45,Abia,Rural,Yes,Lack of awareness;Weak political will;
Female,36-45,Enugu,Urban,Yes,Resistance from traditional/religious leaders;
Female,25-35,Enugu,Urban,Yes,Resistance from traditional/religious leaders;Lack of awareness;
Male,25-35,Abia,Rural,No,No Idea;Lack of awareness;Weak political will;Limited healthcare infrastructure;Inadequate funding;Resistance from traditional/religious leaders;
Female,25-35,Abia,Rural,No,No Idea;Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Female,36-45,Abia,Urban,Yes,Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Female,36-45,Abia,Urban,Yes,Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Female,36-45,Abia,Rural,Yes,Lack of awareness;Resistance from traditional/religious leaders;Weak political will;
Female,46-55,Abia,Urban,Yes,Lack of awareness;Inadequate funding;Weak political will;
Male,36-45,Abia,Urban,Yes,Lack of awareness;Inadequate funding;Resistance from traditional/religious leaders;Weak political will;
Female,46-55,Edo,Urban,Yes,Inadequate funding;Lack of awareness;Limited healthcare infrastructure;
Female,25-35,Edo,Urban,Yes,Resistance from traditional/religious leaders;Limited healthcare infrastructure;Weak political will;
Female,46-55,Edo,Urban,Yes,Inadequate funding;Weak political will;Limited healthcare infrastructure;Lack of awareness;
Male,18-24,Edo,Urban,Yes,Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;
Male,46-55,Edo,Urban,No,No Idea;
Male,36-45,Gombe,Urban,No,No Idea;Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Female,25-35,Ekiti,Urban,Yes,Lack of awareness;
Male,18-24,Ekiti,Urban,Yes,Lack of awareness;Inadequate funding;
Female,36-45,Ekiti,Urban,Yes,Lack of awareness;
Male,46-55,Ekiti,Urban,Yes,No Idea;
Female,56 and above,Ekiti,Urban,Yes,Lack of awareness;Inadequate funding;
Male,25-35,Ekiti,Rural,Yes,Lack of awareness;
Female,36-45,Ekiti,Rural,Yes,Lack of awareness;
Female,36-45,Ekiti,Rural,Yes,Lack of awareness;
Male,46-55,Edo,Urban,No,No Idea;
Male,46-55,Ekiti,Rural,Yes,Lack of awareness;Inadequate funding;
Male,18-24,Ekiti,Rural,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;
Male,25-35,Edo,Urban,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;
Male,36-45,Ekiti,Rural,Yes,Lack of awareness;
Male,46-55,Ekiti,Rural,Yes,Lack of awareness;
Male,18-24,Ekiti,Rural,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;
Male,36-45,Edo,Urban,Yes,Weak political will;Inadequate funding;Limited healthcare infrastructure;Resistance from traditional/religious leaders;Lack of awareness;
Male,36-45,Ekiti,Rural,Yes,Lack of awareness;
Male,36-45,Ekiti,Rural,Yes,Lack of awareness;
Female,36-45,Edo,Urban,No,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Male,36-45,Edo,Urban,Yes,Lack of awareness;Resistance from traditional/religious leaders;Limited healthcare infrastructure;Weak political will;
Female,36-45,Edo,Urban,Yes,Lack of awareness;Limited healthcare infrastructure;
Male,18-24,Edo,Urban,No,No Idea;
Male,46-55,Taraba,Rural,No,No Idea;Weak political will;
Female,25-35,Edo,Urban,Yes,Lack of awareness;Resistance from traditional/religious leaders;Limited healthcare infrastructure;Weak political will;
Female,36-45,Ekiti,Urban,Yes,Inadequate funding;
Male,25-35,Edo,Urban,No,No Idea;
Male,25-35,Edo,Urban,Yes,Lack of awareness;
Male,36-45,Edo,Urban,No,No Idea;
Male,36-45,Edo,Urban,Yes,Lack of awareness;Inadequate funding;
Female,25-35,Edo,Urban,Yes,Lack of awareness;Inadequate funding;Resistance from traditional/religious leaders;Limited healthcare infrastructure;Weak political will;
Female,18-24,Edo,Urban,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Male,18-24,Edo,Urban,Yes,Lack of awareness;Inadequate funding;Weak political will;
Female,36-45,Edo,Urban,Yes,Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Female,25-35,Edo,Urban,Yes,Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;
Male,18-24,Edo,Urban,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;
Male,25-35,Abia,Urban,Yes,Lack of awareness;Weak political will;
Female,56 and above,Edo,Urban,Yes,Lack of awareness;Inadequate funding;
Male,36-45,Edo,Urban,Yes,Lack of awareness;
Female,25-35,Gombe,Rural,No,Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Male,18-24,Edo,Urban,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;
Female,25-35,Edo,Urban,No,No Idea;
Male,25-35,Edo,Urban,Yes,Resistance from traditional/religious leaders;Limited healthcare infrastructure;Weak political will;
